Month_Year,Region,Crop,Rainfall_mm,Temperature_C,Humidity_pct,Soil_pH,Soil_Texture,Soil_Saturation_pct,Land_Size_acres,Past_Yield_tons_acre,Suitable_Crop
11-2025,Western,Beans,158.85,23.8,82.62,6.34,Clay Loam,80.5,4.04,0.969,Tea
11-2025,Western,Millet,193.15,17.33,76.32,5.54,Sandy Loam,53.7,7.04,0.503,Tea
11-2025,Western,Maize,236.06,17.12,75.84,6.28,Sandy Loam,51.0,2.86,1.507,Tea
11-2025,Western,Maize,187.01,19.55,85.08,5.55,Sandy Loam,50.0,9.88,1.652,Tea
11-2025,Western,Maize,197.18,19.82,78.66,6.03,Clay Loam,71.5,6.83,2.147,Tea
11-2025,Western,Beans,251.05,23.8,86.82,5.92,Sandy Loam,56.8,8.9,0.909,Tea
11-2025,Western,Beans,86.5,22.17,81.71,5.6,Sandy Loam,33.9,5.08,0.969,Tea
11-2025,Western,Maize,95.42,17.08,84.8,5.26,Clay Loam,75.7,3.96,0.908,Tea
11-2025,Western,Beans,277.01,19.61,80.23,5.85,Sandy Loam,41.8,3.66,0.827,Tea
11-2025,Western,Maize,168.6,22.03,77.68,5.89,Sandy Loam,45.6,2.32,0.923,Tea
11-2025,Western,Tea,154.74,20.33,75.79,5.54,Clay Loam,66.5,7.6,2.774,Tea
11-2025,Western,Beans,126.34,18.12,78.0,4.89,Clay Loam,89.0,8.89,0.918,Tea
11-2025,Western,Maize,237.32,20.78,79.64,5.3,Clay Loam,77.6,5.83,1.881,Tea
11-2025,Western,Beans,177.29,21.76,92.06,6.41,Sandy Loam,54.1,7.72,0.802,Tea
11-2025,Western,Beans,138.58,22.04,86.38,5.15,Loam,54.6,6.01,0.693,Tea
11-2025,Western,Maize,138.35,18.15,84.77,5.75,Clay Loam,87.0,5.48,1.796,Tea
11-2025,Western,Beans,197.12,26.83,75.61,5.92,Loam,45.6,7.21,0.795,Tea
11-2025,Western,Maize,166.5,22.06,75.33,6.08,Loam,63.3,4.16,0.963,Tea
11-2025,Western,Tea,170.95,19.4,74.97,5.31,Clay Loam,61.2,9.94,2.739,Tea
11-2025,Western,Tea,116.83,23.97,82.97,5.77,Clay Loam,72.9,1.21,2.344,Tea
11-2025,Western,Beans,17.17,23.5,78.59,5.72,Sandy Loam,32.9,4.06,0.603,Tea
11-2025,Western,Tea,180.81,19.75,79.11,5.57,Loam,59.6,5.48,1.656,Tea
11-2025,Western,Maize,116.96,17.45,75.16,5.44,Sandy Loam,33.1,8.26,1.495,Tea
11-2025,Western,Maize,127.19,20.13,68.72,6.52,Loam,61.2,5.55,1.495,Tea
11-2025,Western,Beans,110.56,22.04,74.49,5.97,Clay Loam,67.0,6.84,0.657,Tea
11-2025,Western,Maize,128.42,19.82,77.79,5.92,Clay Loam,57.7,6.13,1.992,Tea
11-2025,Western,Maize,130.14,21.28,77.0,6.5,Loam,55.7,8.39,1.831,Tea
11-2025,Western,Beans,126.03,20.6,74.23,6.5,Clay Loam,67.9,9.62,0.861,Tea
11-2025,Western,Maize,120.89,19.45,79.25,6.08,Loam,41.3,6.01,1.215,Tea
11-2025,Western,Maize,196.4,20.25,69.28,5.7,Loam,39.9,2.79,1.437,Tea
11-2025,Eastern,Beans,44.45,29.14,69.58,5.95,Sandy,31.3,1.78,0.22,Maize
11-2025,Eastern,Millet,100.01,33.24,61.65,7.09,Loam,63.5,2.37,0.422,Maize
11-2025,Eastern,Maize,91.01,26.21,33.12,6.9,Sandy,26.9,9.16,1.066,Maize
11-2025,Eastern,Millet,83.59,22.89,52.18,5.38,Loam,62.2,1.45,0.944,Maize
11-2025,Eastern,Beans,63.58,23.15,66.91,7.7,Loam,56.2,3.62,1.041,Maize
11-2025,Eastern,Maize,60.86,26.53,57.13,7.08,Loam,47.7,9.1,0.997,Maize
11-2025,Eastern,Beans,41.65,25.56,50.87,5.86,Sandy Loam,40.8,6.44,0.705,Maize
11-2025,Eastern,Beans,79.53,27.92,50.73,5.33,Loam,55.9,4.5,0.892,Maize
11-2025,Eastern,Millet,39.1,28.09,46.78,6.32,Sandy,14.2,5.6,0.523,Maize
11-2025,Eastern,Beans,22.51,33.9,28.6,7.39,Sandy,26.8,5.65,0.05,Maize
11-2025,Eastern,Beans,68.05,26.52,47.13,6.67,Sandy Loam,41.7,7.12,0.547,Maize
11-2025,Eastern,Beans,42.85,30.51,55.24,6.8,Sandy,17.8,7.15,0.774,Maize
11-2025,Eastern,Maize,65.98,25.33,60.25,6.42,Loam,53.4,9.58,0.971,Maize
11-2025,Eastern,Millet,75.7,22.65,39.79,6.53,Loam,68.4,6.59,0.654,Maize
11-2025,Eastern,Maize,121.28,22.36,56.93,7.17,Sandy Loam,49.0,3.57,0.935,Maize
11-2025,Eastern,Maize,87.29,19.4,62.04,6.17,Loam,62.3,6.67,1.716,Maize
11-2025,Eastern,Maize,105.45,25.79,65.7,6.53,Sandy Loam,42.0,0.68,1.04,Maize
11-2025,Eastern,Millet,39.68,21.25,38.46,6.78,Sandy Loam,23.8,9.08,0.237,Maize
11-2025,Eastern,Maize,32.79,26.16,63.38,6.72,Sandy,23.1,1.03,1.362,Maize
11-2025,Eastern,Maize,73.04,20.33,48.17,5.96,Loam,54.3,5.88,1.014,Maize
11-2025,Eastern,Millet,47.27,28.07,41.85,5.75,Loam,52.6,7.18,0.458,Maize
11-2025,Eastern,Maize,26.72,25.18,52.83,7.26,Sandy Loam,31.8,9.93,1.285,Maize
11-2025,Eastern,Millet,14.17,20.78,54.36,6.76,Loam,54.8,6.48,0.291,Maize
11-2025,Eastern,Beans,91.97,22.92,39.48,5.63,Sandy,8.9,0.95,1.058,Maize
11-2025,Eastern,Maize,58.88,22.89,31.18,7.65,Sandy Loam,42.5,2.09,1.752,Maize
11-2025,Eastern,Beans,93.07,26.16,48.31,6.79,Sandy Loam,50.4,7.99,0.747,Maize
11-2025,Eastern,Beans,66.1,22.68,47.16,7.29,Loam,53.5,1.36,0.726,Maize
11-2025,Eastern,Maize,49.11,18.79,29.66,6.45,Sandy Loam,45.5,2.0,1.238,Maize
11-2025,Eastern,Millet,75.59,24.61,59.17,7.04,Sandy Loam,36.6,2.38,0.549,Maize
11-2025,Eastern,Millet,0.0,28.86,45.73,6.0,Sandy Loam,11.4,5.09,0.05,Millet
11-2025,Eastern,Maize,27.11,28.42,41.15,5.76,Sandy,22.8,3.99,1.353,Maize
11-2025,Eastern,Millet,81.65,26.9,35.44,5.71,Sandy,18.9,7.01,0.855,Maize
11-2025,Eastern,Millet,107.72,19.71,60.16,6.0,Sandy,31.3,1.6,0.722,Maize
11-2025,Coastal,Beans,141.12,28.63,73.84,5.55,Sandy,25.4,4.08,0.635,Maize
11-2025,Coastal,Maize,11.61,26.52,77.78,5.43,Sandy,32.1,3.45,1.607,Maize
11-2025,Coastal,Beans,167.68,30.14,82.74,6.79,Sandy,36.4,7.34,0.577,Maize
11-2025,Coastal,Maize,79.73,29.62,76.54,5.9,Sandy,17.8,6.49,1.37,Maize
11-2025,Coastal,Maize,135.1,29.84,78.46,5.96,Sandy Loam,46.6,7.35,2.05,Maize
11-2025,Coastal,Beans,67.81,26.13,91.82,6.52,Clay Loam,64.1,9.12,0.726,Maize
11-2025,Coastal,Beans,137.63,25.6,76.32,6.15,Clay Loam,58.7,4.15,0.944,Maize
11-2025,Coastal,Beans,57.61,26.23,74.37,5.84,Clay Loam,69.6,3.23,0.978,Maize
11-2025,Coastal,Maize,94.24,26.9,78.97,5.48,Sandy Loam,39.5,3.92,0.963,Maize
11-2025,Coastal,Maize,99.35,26.0,71.2,6.12,Sandy Loam,32.6,3.26,0.938,Maize
11-2025,Coastal,Beans,37.17,28.3,75.57,5.92,Sandy,18.9,1.55,0.369,Maize
11-2025,Coastal,Millet,6.06,26.99,78.57,6.51,Clay Loam,62.9,8.87,0.136,Millet
11-2025,Coastal,Maize,103.64,26.62,83.5,6.09,Sandy,5.8,6.75,0.897,Maize
11-2025,Coastal,Millet,0.0,25.77,82.89,6.14,Clay Loam,80.3,2.2,0.263,Millet
11-2025,Coastal,Maize,161.18,27.25,82.15,6.0,Clay Loam,70.1,8.26,1.59,Maize
11-2025,Coastal,Beans,61.02,29.37,82.73,6.38,Sandy Loam,34.6,7.21,0.712,Maize
11-2025,Coastal,Maize,145.02,27.52,79.69,5.66,Sandy,22.9,5.84,1.111,Maize
11-2025,Coastal,Maize,0.0,27.41,77.24,5.44,Sandy,32.1,6.63,1.364,Millet
11-2025,Coastal,Maize,75.7,25.63,83.56,5.56,Sandy,12.0,9.34,1.688,Maize
11-2025,Coastal,Maize,142.66,24.27,88.14,6.67,Sandy,36.9,7.39,1.57,Maize
11-2025,Coastal,Beans,129.11,27.96,82.13,6.22,Sandy Loam,26.5,7.34,0.574,Maize
11-2025,Coastal,Maize,2.88,28.34,80.74,6.35,Clay Loam,65.6,8.96,0.223,Millet
11-2025,Coastal,Beans,139.31,25.23,85.15,7.45,Sandy,48.6,4.71,0.636,Maize
11-2025,Coastal,Maize,111.93,29.11,82.96,5.72,Sandy Loam,47.7,9.1,1.329,Maize
11-2025,Coastal,Millet,23.48,29.0,76.86,4.79,Clay Loam,59.1,9.08,0.532,Maize
11-2025,Coastal,Beans,33.88,27.48,65.38,5.92,Sandy Loam,28.5,2.6,0.34,Maize
11-2025,Coastal,Maize,151.37,29.24,75.75,4.73,Clay Loam,72.2,6.25,1.408,Maize
11-2025,Coastal,Maize,83.82,24.35,65.81,5.14,Clay Loam,65.9,8.16,1.074,Maize
11-2025,Coastal,Millet,74.92,28.78,76.13,6.41,Clay Loam,63.0,0.69,0.878,Maize
11-2025,Coastal,Maize,55.25,29.99,83.39,6.88,Sandy Loam,49.4,9.38,1.462,Maize
11-2025,Coastal,Maize,155.63,29.29,75.96,5.97,Sandy,26.7,1.16,1.683,Maize
11-2025,Coastal,Maize,98.11,30.23,80.42,5.61,Sandy Loam,36.5,3.83,2.064,Maize
11-2025,Coastal,Maize,75.63,31.08,75.11,7.18,Sandy Loam,45.5,3.99,1.669,Maize
11-2025,North Eastern,Millet,44.02,36.5,13.11,8.65,Sandy Loam,32.3,6.01,0.114,Millet
11-2025,North Eastern,Millet,30.01,32.77,41.99,7.1,Sandy,24.3,4.66,0.05,Millet
11-2025,North Eastern,Millet,41.17,30.47,28.96,7.76,Sandy,18.3,4.83,0.647,Millet
11-2025,North Eastern,Millet,21.5,35.61,46.28,6.17,Sandy Loam,39.2,5.81,0.364,Millet
11-2025,North Eastern,Millet,56.56,28.72,31.22,7.84,Sandy,14.3,8.04,0.576,Millet
11-2025,North Eastern,Millet,29.39,23.96,32.83,7.72,Sandy,5.0,5.72,0.253,Millet
11-2025,North Eastern,Millet,20.83,34.33,43.55,7.05,Sandy Loam,29.3,5.67,0.055,Millet
11-2025,North Eastern,Millet,52.28,29.32,39.31,7.04,Sandy,33.0,6.9,0.709,Millet
11-2025,North Eastern,Millet,44.07,32.35,32.4,6.27,Sandy,13.5,1.96,0.527,Millet
11-2025,North Eastern,Millet,19.78,29.91,37.46,7.25,Sandy,16.0,3.92,0.32,Millet
11-2025,North Eastern,Millet,41.94,32.73,30.37,6.74,Sandy Loam,38.9,8.78,0.172,Millet
11-2025,North Eastern,Millet,26.51,24.41,27.97,6.64,Sandy,22.6,9.69,0.05,Millet
11-2025,North Eastern,Millet,15.17,26.16,44.68,7.58,Sandy,21.4,6.18,0.255,Millet
11-2025,North Eastern,Millet,40.93,36.58,34.7,8.44,Sandy,20.8,7.82,0.371,Millet
11-2025,North Eastern,Millet,66.1,33.72,33.64,7.84,Sandy Loam,47.0,0.68,0.807,Millet
11-2025,North Eastern,Millet,20.23,34.25,37.14,6.96,Sandy,24.9,7.13,0.452,Millet
11-2025,North Eastern,Millet,56.25,34.23,31.35,8.6,Sandy Loam,46.8,3.75,0.159,Millet
11-2025,North Eastern,Millet,33.97,28.45,49.6,6.6,Sandy,33.3,6.35,0.673,Millet
11-2025,North Eastern,Millet,56.77,33.09,33.28,6.75,Sandy,17.3,1.23,0.556,Millet
11-2025,North Eastern,Millet,31.66,33.47,16.99,7.76,Sandy Loam,37.8,6.58,0.369,Millet
11-2025,North Eastern,Millet,20.9,32.5,33.49,7.11,Sandy Loam,41.7,3.01,0.28,Millet
11-2025,North Eastern,Millet,38.39,35.53,43.49,7.07,Sandy,9.3,4.02,0.214,Millet
11-2025,North Eastern,Millet,9.09,33.65,28.18,7.39,Sandy,36.1,9.72,0.05,Millet
11-2025,North Eastern,Millet,21.03,33.81,31.15,6.48,Sandy Loam,41.5,4.2,0.211,Millet
11-2025,North Eastern,Millet,20.88,30.65,43.26,7.42,Sandy,13.3,3.58,0.167,Millet
11-2025,North Eastern,Millet,48.85,23.87,36.96,7.41,Sandy Loam,40.2,3.89,0.485,Millet
11-2025,North Eastern,Millet,51.89,34.91,48.13,6.34,Sandy Loam,34.8,2.29,0.503,Millet
11-2025,North Eastern,Millet,12.81,28.17,33.29,8.14,Sandy,21.2,7.02,0.312,Millet
11-2025,North Eastern,Millet,32.69,32.16,30.61,7.26,Sandy,29.0,5.74,0.05,Millet
11-2025,North Eastern,Millet,35.62,29.01,40.09,6.94,Sandy Loam,35.5,4.38,0.421,Millet
11-2025,North Eastern,Millet,32.19,28.54,36.5,7.37,Sandy Loam,33.9,7.59,0.137,Millet
11-2025,North Eastern,Millet,13.91,29.0,40.98,7.4,Sandy,21.8,9.29,0.571,Millet
11-2025,North Eastern,Millet,42.0,34.52,46.87,7.09,Sandy Loam,41.5,0.53,0.317,Millet
12-2025,Central,Beans,111.87,15.14,84.16,5.75,Loam,53.3,2.08,1.155,Tea
12-2025,Central,Coffee,66.65,15.8,68.57,6.93,Clay Loam,67.3,7.58,1.163,Tea
12-2025,Central,Maize,139.15,19.68,84.34,6.31,Sandy Loam,49.5,4.51,1.967,Tea
12-2025,Central,Maize,139.21,20.32,70.07,6.78,Loam,58.7,4.55,1.333,Tea
12-2025,Central,Maize,97.86,21.98,69.11,5.83,Loam,33.9,2.81,0.892,Tea
12-2025,Central,Potatoes,149.46,13.81,73.39,6.93,Clay Loam,66.4,8.7,4.582,Tea
12-2025,Central,Beans,101.9,19.34,73.77,6.38,Loam,54.8,8.51,1.09,Tea
12-2025,Central,Coffee,94.96,18.9,79.62,6.36,Sandy Loam,37.0,2.54,1.516,Tea
12-2025,Central,Beans,104.01,19.37,72.4,5.82,Loam,46.2,6.42,1.325,Tea
12-2025,Central,Coffee,74.81,15.93,60.29,6.04,Clay Loam,66.8,2.65,1.468,Tea
12-2025,Central,Potatoes,24.14,16.5,79.8,6.53,Clay Loam,68.0,8.76,2.787,Tea
12-2025,Central,Potatoes,98.0,20.13,78.53,6.5,Sandy Loam,37.4,9.06,4.636,Tea
12-2025,Central,Tea,129.66,19.04,65.16,6.64,Clay Loam,72.3,4.49,2.298,Tea
12-2025,Central,Beans,104.35,20.36,67.34,6.31,Loam,62.3,1.79,1.037,Tea
12-2025,Central,Potatoes,77.46,20.48,66.54,6.03,Clay Loam,88.3,3.12,2.115,Tea
12-2025,Central,Potatoes,95.4,17.54,78.08,5.64,Loam,59.3,2.21,2.11,Tea
12-2025,Central,Maize,94.69,20.4,87.17,6.8,Sandy Loam,43.5,8.1,2.025,Tea
12-2025,Central,Maize,80.85,18.79,76.18,5.98,Clay Loam,71.5,9.64,1.356,Tea
12-2025,Central,Potatoes,111.41,14.31,67.63,6.58,Loam,57.9,6.24,2.771,Tea
12-2025,Central,Beans,98.24,15.62,60.67,6.77,Clay Loam,67.6,2.35,1.091,Tea
12-2025,Central,Coffee,67.87,17.0,74.29,6.09,Sandy Loam,36.1,4.91,1.557,Tea
12-2025,Central,Tea,90.02,19.71,66.32,6.29,Loam,59.8,9.11,2.35,Tea
12-2025,Central,Coffee,142.84,18.4,79.57,6.96,Clay Loam,59.5,3.35,0.953,Tea
12-2025,Central,Maize,55.8,18.5,89.57,5.98,Sandy Loam,46.3,3.95,1.315,Tea
12-2025,Central,Tea,143.12,22.17,83.96,6.31,Clay Loam,73.7,9.09,1.506,Tea
12-2025,Central,Potatoes,79.87,21.73,72.59,6.48,Loam,54.0,7.62,4.436,Tea
12-2025,Central,Beans,97.99,14.93,92.4,5.88,Loam,56.1,2.72,0.835,Tea
12-2025,Central,Potatoes,164.48,20.38,56.32,6.49,Clay Loam,61.6,4.18,4.398,Tea
12-2025,Central,Tea,121.03,17.3,74.59,5.71,Loam,57.2,8.45,2.265,Tea
12-2025,Central,Tea,152.43,18.0,57.66,5.76,Sandy Loam,48.2,5.12,3.126,Tea
12-2025,Central,Coffee,39.27,23.18,83.21,5.72,Clay Loam,69.0,6.4,0.527,Tea
12-2025,Central,Maize,154.05,14.7,72.67,6.2,Clay Loam,65.8,0.62,1.074,Tea
12-2025,Central,Maize,124.46,17.49,64.02,5.61,Loam,52.2,5.61,1.86,Tea
12-2025,Rift Valley,Maize,145.23,25.36,67.65,6.33,Clay Loam,49.2,1.41,2.309,Tea
12-2025,Rift Valley,Millet,103.08,14.54,73.76,6.12,Sandy Loam,50.7,7.48,0.61,Tea
12-2025,Rift Valley,Millet,104.47,18.29,61.26,5.59,Clay Loam,58.2,3.8,0.485,Tea
12-2025,Rift Valley,Maize,72.04,22.51,60.5,5.24,Sandy Loam,36.6,4.04,2.11,Tea
12-2025,Rift Valley,Maize,65.99,14.46,63.51,5.15,Loam,39.6,0.81,1.81,Tea
12-2025,Rift Valley,Millet,104.71,21.99,63.54,6.99,Volcanic,72.6,4.6,0.921,Tea
12-2025,Rift Valley,Wheat,158.23,18.38,53.85,5.52,Clay Loam,75.2,7.4,1.503,Tea
12-2025,Rift Valley,Maize,129.86,16.58,61.02,6.09,Loam,53.5,4.52,0.893,Tea
12-2025,Rift Valley,Tea,83.05,20.49,63.33,5.1,Sandy Loam,40.3,3.61,2.155,Tea
12-2025,Rift Valley,Maize,114.69,17.05,63.66,4.96,Loam,58.4,4.12,1.433,Tea
12-2025,Rift Valley,Millet,74.54,32.64,69.21,6.58,Clay Loam,73.2,7.29,0.863,Tea
12-2025,Rift Valley,Beans,84.0,22.79,51.59,4.8,Sandy Loam,41.5,2.49,1.101,Tea
12-2025,Rift Valley,Maize,111.31,20.36,77.33,6.1,Clay Loam,76.2,7.97,2.218,Tea
12-2025,Rift Valley,Millet,75.11,20.38,48.52,5.34,Clay Loam,64.8,0.68,0.328,Tea
12-2025,Rift Valley,Potatoes,51.13,17.26,65.21,6.15,Volcanic,68.0,7.27,2.971,Tea
12-2025,Rift Valley,Beans,109.56,19.84,70.81,6.45,Loam,54.4,9.83,0.702,Tea
12-2025,Rift Valley,Maize,44.34,22.29,50.91,4.93,Clay Loam,73.0,6.97,1.448,Tea
12-2025,Rift Valley,Millet,100.84,14.65,71.98,5.98,Sandy Loam,28.1,3.36,0.74,Tea
12-2025,Rift Valley,Maize,100.08,17.91,61.82,5.3,Clay Loam,67.1,8.21,1.4,Tea
12-2025,Rift Valley,Maize,104.36,22.35,57.8,6.23,Loam,57.6,5.53,0.9,Tea
12-2025,Rift Valley,Maize,112.39,22.8,55.2,5.44,Clay Loam,67.3,4.91,0.997,Tea
12-2025,Rift Valley,Maize,103.96,19.98,71.45,5.48,Sandy Loam,34.9,8.11,1.23,Tea
12-2025,Rift Valley,Beans,100.36,15.17,85.27,6.1,Clay Loam,83.5,4.91,1.117,Tea
12-2025,Rift Valley,Maize,48.36,18.54,52.35,6.27,Sandy Loam,39.8,3.26,0.872,Tea
12-2025,Rift Valley,Tea,64.34,18.56,75.0,5.41,Loam,43.2,3.27,2.681,Tea
12-2025,Rift Valley,Potatoes,65.42,15.28,70.11,5.87,Clay Loam,71.1,6.98,2.425,Tea
12-2025,Rift Valley,Wheat,80.44,18.77,32.4,6.28,Volcanic,56.8,7.24,1.069,Tea
12-2025,Rift Valley,Millet,154.94,18.88,53.94,5.67,Clay Loam,69.2,9.38,0.667,Tea
12-2025,Rift Valley,Maize,34.45,21.89,49.04,6.19,Clay Loam,57.6,3.87,2.015,Tea
12-2025,Rift Valley,Beans,102.04,19.88,64.29,6.59,Volcanic,35.4,2.31,0.955,Tea
12-2025,Rift Valley,Wheat,71.27,19.17,65.73,5.41,Clay Loam,86.4,1.11,1.849,Tea
12-2025,Rift Valley,Beans,81.38,20.06,66.19,4.88,Clay Loam,69.2,5.19,1.112,Tea
12-2025,Rift Valley,Maize,123.19,21.71,72.57,6.57,Volcanic,64.3,7.32,1.487,Tea
12-2025,Nyanza,Maize,94.05,20.67,73.27,5.93,Clay Loam,77.4,9.55,2.131,Maize
12-2025,Nyanza,Maize,95.71,22.97,66.48,6.14,Sandy Loam,39.5,3.2,1.774,Maize
12-2025,Nyanza,Maize,86.26,22.75,79.24,6.25,Clay,98.7,7.54,1.632,Maize
12-2025,Nyanza,Maize,119.14,19.57,75.67,5.41,Sandy Loam,41.2,7.81,2.02,Maize
12-2025,Nyanza,Millet,100.43,22.11,79.17,6.14,Sandy Loam,42.6,1.85,1.001,Maize
12-2025,Nyanza,Millet,203.5,22.5,77.78,6.59,Clay Loam,75.2,7.14,0.799,Maize
12-2025,Nyanza,Millet,61.32,24.07,72.3,5.68,Clay Loam,58.5,8.48,0.659,Maize
12-2025,Nyanza,Beans,97.47,20.85,78.39,5.92,Clay,85.5,9.8,0.914,Maize
12-2025,Nyanza,Maize,65.67,20.59,79.69,5.99,Sandy Loam,42.5,2.62,2.044,Maize
12-2025,Nyanza,Maize,131.78,23.4,87.93,6.14,Clay Loam,88.5,0.93,2.015,Maize
12-2025,Nyanza,Maize,31.14,18.74,76.7,5.81,Clay,82.7,2.6,1.472,Maize
12-2025,Nyanza,Maize,141.58,21.31,77.63,5.76,Clay Loam,68.7,2.75,1.876,Maize
12-2025,Nyanza,Millet,86.42,22.76,79.73,4.75,Clay,73.0,4.2,0.714,Maize
12-2025,Nyanza,Maize,185.95,23.01,78.86,6.36,Clay,85.6,4.87,1.557,Maize
12-2025,Nyanza,Maize,111.89,20.54,82.76,6.51,Clay Loam,82.7,8.42,1.068,Maize
12-2025,Nyanza,Maize,101.25,17.47,91.94,6.91,Sandy Loam,34.5,8.57,1.315,Maize
12-2025,Nyanza,Millet,127.65,22.24,76.25,5.53,Clay,91.0,5.79,0.498,Maize
12-2025,Nyanza,Maize,88.33,21.22,89.07,4.96,Clay,86.3,9.6,1.183,Maize
12-2025,Nyanza,Millet,132.68,20.5,74.2,5.07,Clay,87.0,2.85,0.608,Maize
12-2025,Nyanza,Maize,122.03,21.49,80.92,5.98,Sandy Loam,47.6,7.58,1.146,Maize
12-2025,Nyanza,Millet,124.32,21.68,82.93,5.83,Clay,80.4,5.57,0.839,Maize
12-2025,Nyanza,Beans,156.48,23.53,71.34,5.29,Sandy Loam,50.5,5.23,1.158,Maize
12-2025,Nyanza,Maize,157.22,23.58,78.19,5.94,Sandy Loam,42.5,2.31,1.865,Maize
12-2025,Nyanza,Maize,159.93,17.63,86.8,6.46,Clay,89.4,2.46,0.891,Maize
12-2025,Nyanza,Maize,149.69,19.45,75.0,5.3,Clay Loam,64.3,8.84,1.528,Maize
12-2025,Nyanza,Maize,147.88,22.26,83.51,6.03,Clay Loam,71.7,3.76,1.543,Maize
12-2025,Nyanza,Maize,151.61,23.29,61.68,5.35,Clay Loam,81.0,9.15,1.14,Maize
12-2025,Nyanza,Beans,102.09,23.62,83.24,5.88,Clay,85.2,2.59,1.112,Maize
12-2025,Nyanza,Beans,199.15,21.48,60.61,5.53,Sandy Loam,46.6,5.45,0.81,Maize
12-2025,Nyanza,Millet,98.47,22.25,68.18,6.48,Clay,84.7,8.66,0.79,Maize
12-2025,Nyanza,Maize,136.74,21.35,70.74,6.78,Sandy Loam,38.8,4.38,1.051,Maize
12-2025,Nyanza,Maize,36.59,23.56,76.37,6.1,Clay,64.2,7.1,1.318,Maize
12-2025,Nyanza,Maize,195.54,18.82,86.28,5.01,Clay,79.6,1.08,1.378,Maize
12-2025,Western,Millet,122.73,20.35,77.4,5.97,Sandy Loam,44.8,0.61,0.463,Tea
12-2025,Western,Maize,223.34,23.07,74.1,5.47,Clay Loam,72.5,8.19,1.352,Tea
12-2025,Western,Beans,146.28,18.47,85.34,5.57,Loam,47.9,4.77,0.889,Tea
12-2025,Western,Beans,208.06,19.86,68.23,5.97,Clay Loam,74.1,9.39,0.822,Tea
12-2025,Western,Beans,111.14,20.43,70.43,5.47,Loam,46.6,4.83,1.125,Tea
12-2025,Western,Maize,171.25,21.95,83.87,6.19,Sandy Loam,58.5,2.74,2.024,Tea
12-2025,Western,Maize,105.63,22.77,85.14,5.74,Sandy Loam,36.6,5.76,2.356,Tea
12-2025,Western,Millet,155.99,20.42,72.37,6.38,Loam,50.7,4.95,0.815,Tea
12-2025,Western,Beans,134.81,19.04,82.94,5.22,Clay Loam,67.8,5.56,1.13,Tea
12-2025,Western,Maize,238.56,17.76,71.48,5.74,Clay Loam,70.9,6.18,0.821,Tea
12-2025,Western,Millet,153.02,21.81,69.31,6.85,Loam,54.6,4.27,0.615,Tea
12-2025,Western,Millet,112.29,22.78,71.73,5.85,Sandy Loam,41.1,6.18,0.667,Tea
12-2025,Western,Maize,59.69,19.91,81.46,6.28,Clay Loam,70.3,7.89,1.198,Tea
12-2025,Western,Maize,180.02,20.26,74.84,5.24,Clay Loam,85.9,5.01,1.913,Tea
12-2025,Western,Maize,178.78,22.32,82.53,6.13,Sandy Loam,49.1,0.9,1.156,Tea
12-2025,Western,Beans,83.18,15.95,89.37,6.14,Sandy Loam,44.9,3.25,0.915,Tea
12-2025,Western,Millet,125.53,22.47,79.58,5.54,Loam,55.2,2.86,1.009,Tea
12-2025,Western,Maize,171.36,17.4,70.18,5.75,Sandy Loam,44.8,1.49,1.352,Tea
12-2025,Western,Maize,199.36,22.72,82.33,6.28,Clay Loam,85.7,8.37,1.446,Tea
12-2025,Western,Maize,148.73,21.14,85.04,6.44,Clay Loam,72.6,2.99,0.843,Tea
12-2025,Western,Beans,118.04,20.54,73.87,5.73,Sandy Loam,48.0,4.92,1.184,Tea
12-2025,Western,Beans,156.32,23.57,75.35,6.2,Sandy Loam,20.6,0.95,0.725,Tea
12-2025,Western,Maize,144.89,18.69,75.54,6.03,Sandy Loam,34.3,5.81,1.49,Tea
12-2025,Western,Tea,123.59,19.59,81.15,5.81,Loam,53.7,6.04,1.841,Tea
12-2025,Western,Maize,75.46,22.74,82.35,5.94,Loam,64.8,4.13,1.263,Tea
12-2025,Western,Beans,125.53,21.46,72.32,6.45,Sandy Loam,49.3,1.59,0.954,Tea
12-2025,Western,Millet,229.87,19.64,79.29,5.12,Loam,58.8,8.55,0.529,Tea
12-2025,Western,Beans,224.1,19.44,76.99,5.73,Loam,52.3,4.69,1.239,Tea
12-2025,Western,Millet,160.97,21.85,72.68,5.43,Loam,35.9,5.13,0.75,Tea
12-2025,Western,Beans,120.11,18.48,73.88,6.18,Loam,50.6,7.35,1.103,Tea
12-2025,Western,Beans,103.69,22.46,87.54,6.36,Clay Loam,66.5,2.56,0.881,Tea
12-2025,Western,Maize,135.37,22.79,67.32,5.53,Clay Loam,77.9,7.72,0.997,Tea
12-2025,Western,Maize,161.58,23.18,83.21,5.75,Clay Loam,73.1,5.72,1.396,Tea
12-2025,Eastern,Beans,96.57,26.08,59.22,8.01,Sandy,27.6,9.69,0.96,Maize
12-2025,Eastern,Millet,46.89,25.88,57.06,6.02,Sandy Loam,32.8,5.28,0.662,Maize
12-2025,Eastern,Millet,28.91,24.87,49.95,6.44,Sandy Loam,49.3,7.81,0.103,Maize
12-2025,Eastern,Millet,27.32,24.58,53.83,6.38,Sandy Loam,40.6,3.75,0.117,Maize
12-2025,Eastern,Maize,66.48,26.41,57.35,7.7,Sandy,17.1,7.2,1.651,Maize
